,gender,age,amount_music,life_enjoyment,resilience,balanced_life,emotional_flex,self_actualization,trauma,total_health,health_categorical,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
136,1,1,1,6,6,5,5,5,0,27,1.0,0.6920000000000001,0.7659999999999999,0.128,0.425,100.95200000000001,0.0,0.19899999999999998,22.0,"['indie pop', 'vancouver indie']"
137,0,1,0,2,3,2,3,3,1,13,0.0,0.7859999999999999,0.37,0.243,0.7559999999999999,65.568,0.0,0.306,53.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
138,0,1,0,2,3,2,3,3,1,13,0.0,0.608,0.789,0.368,0.271,129.958,0.0,0.0244,65.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
139,0,1,1,3,5,3,5,4,1,20,1.0,0.575,0.599,0.0937,0.213,120.913,0.253,0.6659999999999999,1.0,[]
140,0,1,1,2,4,5,4,6,0,21,1.0,0.938,0.544,0.21,0.503,125.079,0.0,0.000242,41.0,"['metalcore', 'post-post-hardcore', 'post-screamo', 'screamo', 'trancecore']"
141,0,1,1,2,4,5,4,6,0,21,1.0,0.988,0.494,0.36200000000000004,0.327,135.012,8.96e-06,0.000576,46.0,"['metalcore', 'post-post-hardcore', 'post-screamo', 'screamo', 'trancecore']"
142,0,1,1,2,4,5,4,6,0,21,1.0,0.9490000000000001,0.557,0.34,0.397,111.008,0.00041799999999999997,0.00028199999999999997,58.0,"['metalcore', 'post-screamo', 'progressive post-hardcore', 'screamo']"
143,0,1,0,1,2,3,2,5,1,13,0.0,0.623,0.653,0.14400000000000002,0.401,123.999,0.0,0.253,72.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']"
144,0,1,0,1,2,3,2,5,1,13,0.0,0.56,0.6579999999999999,0.0794,0.8540000000000001,161.994,0.0,0.498,65.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
145,0,1,2,4,4,2,3,4,1,17,1.0,0.586,0.802,0.0906,0.563,91.03,0.000304,0.0203,10.0,"['canadian hip hop', 'trap soul']"
146,0,1,2,4,4,2,3,4,1,17,1.0,0.7170000000000001,0.792,0.226,0.466,121.985,3.59e-05,0.0927,80.0,"['deep tropical house', 'edm', 'pop', 'tropical house']"
147,0,1,2,4,4,2,3,4,1,17,1.0,0.762,0.488,0.0763,0.7090000000000001,123.889,0.0,0.591,69.0,"['neo soul', 'pop', 'r&b', 'urban contemporary']"
148,0,1,2,4,4,3,5,6,1,22,1.0,0.9440000000000001,0.745,0.33299999999999996,0.951,179.99099999999999,1.48e-06,0.21,77.0,"['champeta', 'colombian pop', 'dance pop', 'latin', 'latin pop', 'tropical', 'vallenato']"
149,0,1,2,4,4,3,5,6,1,22,1.0,0.7140000000000001,0.489,0.309,0.5760000000000001,199.07299999999998,0.0,0.27399999999999997,41.0,"['dancehall', 'reggae fusion']"
150,0,1,2,4,4,3,5,6,1,22,1.0,0.6859999999999999,0.747,0.1,0.9129999999999999,122.005,0.0,0.5870000000000001,67.0,"['bachata', 'dance pop', 'latin', 'latin hip hop', 'latin pop', 'pop', 'tropical']"
151,1,2,1,4,5,4,3,4,0,20,1.0,0.6559999999999999,0.6970000000000001,0.221,0.8809999999999999,119.632,4.66e-05,0.43,62.0,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
152,0,2,1,6,5,4,3,5,1,23,1.0,0.589,0.622,0.0671,0.44,109.977,0.12300000000000001,0.0054,6.0,['karaoke']
153,0,2,1,6,5,4,3,5,1,23,1.0,0.726,0.775,0.11,0.20600000000000002,126.999,0.0235,0.0399,59.0,[]
154,0,1,2,5,4,5,3,5,1,22,1.0,0.721,0.62,0.155,0.28600000000000003,169.919,0.0,0.0018899999999999998,60.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
155,0,1,2,5,4,5,3,5,1,22,1.0,0.585,0.737,0.115,0.693,147.064,0.0,0.18600000000000005,67.0,"['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']"
156,0,1,2,5,4,5,3,5,1,22,1.0,0.7829999999999999,0.586,0.318,0.461,87.469,0.0,0.125,55.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
157,0,1,2,2,6,4,5,5,1,22,1.0,0.5479999999999999,0.41200000000000003,0.18100000000000002,0.17600000000000002,81.293,0.0,0.0173,64.0,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
158,0,1,2,2,6,4,5,5,1,22,1.0,0.632,0.794,0.128,0.355,145.92600000000004,0.0,0.142,79.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
159,1,1,1,1,4,2,2,5,0,14,0.0,0.8079999999999999,0.519,0.105,0.251,107.505,0.0,0.0126,65.0,"['chamber pop', 'folk-pop', 'pop']"
160,1,1,1,1,4,2,2,5,0,14,0.0,0.856,0.722,0.156,0.905,110.012,0.0,0.0175,47.0,"['dance pop', 'indie poptimism', 'strut']"
161,1,1,1,1,4,2,2,5,0,14,0.0,0.447,0.5479999999999999,0.366,0.235,136.886,0.0,0.523,0.0,[]
162,0,1,2,3,2,2,1,6,0,14,0.0,0.397,0.505,0.0853,0.5579999999999999,95.06299999999999,0.0,0.716,76.0,"['conscious hip hop', 'hip hop', 'pop', 'pop rap', 'rap']"
163,0,1,2,3,2,2,1,6,0,14,0.0,0.45299999999999996,0.705,0.14300000000000002,0.28300000000000003,124.94200000000001,0.0,0.257,70.0,"['conscious hip hop', 'hip hop', 'pop', 'pop rap', 'rap']"
164,0,1,1,3,4,4,4,5,1,20,1.0,0.7859999999999999,0.598,0.11699999999999999,0.456,95.021,0.00143,0.00256,65.0,"['dance pop', 'pop', 'post-teen pop']"
165,0,1,1,3,4,3,4,5,0,19,1.0,0.43,0.579,0.13,0.5379999999999999,123.999,0.0,0.787,65.0,"['dance pop', 'electropop', 'indie poptimism', 'pop']"
166,1,1,2,3,4,3,3,5,0,18,1.0,0.685,0.71,0.0899,0.384,116.355,5.0900000000000004e-05,0.0301,40.0,"['canadian indie', 'toronto indie']"
167,1,1,2,3,4,3,3,5,0,18,1.0,0.61,0.7829999999999999,0.0983,0.418,100.04700000000001,0.0,0.34299999999999997,69.0,"['pop', 'pop rock']"
168,1,1,2,3,5,4,5,4,1,21,1.0,0.6779999999999999,0.674,0.051,0.465,99.985,0.222,0.59,66.0,"['metropopolis', 'shimmer pop', 'tropical house']"
169,1,1,2,3,5,4,5,4,1,21,1.0,0.696,0.45799999999999996,0.12300000000000001,0.418,174.141,0.0,0.285,74.0,['tracestep']
170,1,1,2,3,5,4,5,4,1,21,1.0,0.652,0.486,0.077,0.391,113.055,6.63e-05,0.408,79.0,"['edm', 'pop', 'tropical house']"
171,0,1,1,3,5,1,2,4,1,15,0.0,0.445,0.494,0.134,0.239,127.469,0.0,0.326,38.0,"['deep pop r&b', 'slow game', 'west coast trap']"
172,0,1,1,3,5,1,2,4,1,15,0.0,0.7759999999999999,0.5920000000000001,0.4370000000000001,0.41600000000000004,90.963,4.39e-06,0.00674,46.0,"['deep turkish pop', 'persian pop', 'turkish pop']"
173,1,1,1,4,5,1,5,4,0,19,1.0,0.631,0.5760000000000001,0.115,0.21100000000000002,101.98700000000001,0.0045899999999999995,0.0498,49.0,['bow pop']
174,1,1,2,2,4,3,5,4,0,18,1.0,0.6579999999999999,0.688,0.335,0.28,75.615,1.89e-06,0.105,67.0,"['pop', 'pop rap', 'rap']"
175,1,1,2,2,4,3,5,4,0,18,1.0,0.5710000000000001,0.743,0.29100000000000004,0.495,119.054,0.0,0.24,71.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
176,1,1,2,2,4,3,5,4,0,18,1.0,0.447,0.439,0.303,0.11,121.48,0.0,0.111,70.0,"['dance pop', 'pop', 'r&b']"
177,0,1,2,3,5,5,5,3,0,21,1.0,0.522,0.691,0.125,0.187,133.995,0.0141,0.0216,49.0,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
178,0,1,2,3,5,5,5,3,0,21,1.0,0.303,0.226,0.162,0.094,66.727,0.878,0.897,54.0,[]
179,0,1,2,3,5,5,5,3,0,21,1.0,0.586,0.662,0.115,0.29600000000000004,90.0,0.0027199999999999998,0.09699999999999999,75.0,"['edm', 'electropop', 'pop', 'tropical house']"
180,0,1,2,3,5,5,5,3,0,21,1.0,0.675,0.6890000000000001,0.115,0.604,180.065,3.17e-06,0.531,75.0,"['latin', 'reggaeton']"
181,0,1,2,3,5,5,5,3,0,21,1.0,0.608,0.8320000000000001,0.0761,0.589,94.01299999999999,0.0,0.282,75.0,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']"
182,1,1,2,5,4,4,4,6,0,23,1.0,0.753,0.441,0.027000000000000003,0.254,135.015,0.0,0.0701,63.0,"['big room', 'brostep', 'catstep', 'chillstep', 'edm', 'electro house', 'electronic trap', 'pop']"
183,1,1,2,5,4,4,4,6,0,23,1.0,0.899,0.544,0.35100000000000003,0.524,120.96700000000001,0.0,0.0663,63.0,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']"
184,1,1,2,5,4,4,4,6,0,23,1.0,0.8740000000000001,0.604,0.11199999999999999,0.835,125.99,0.812,0.000563,68.0,"['big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'vocal house']"
185,1,1,2,3,5,5,5,4,1,22,1.0,0.726,0.506,0.266,0.266,128.04399999999998,8.05e-05,0.0030800000000000003,48.0,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']"
186,1,1,2,3,5,5,5,4,1,22,1.0,0.629,0.8859999999999999,0.121,0.48700000000000004,158.002,7.66e-06,0.051,67.0,"['rap', 'trap music']"
187,0,1,2,6,3,5,3,5,1,22,1.0,0.61,0.7829999999999999,0.0983,0.418,100.04700000000001,0.0,0.34299999999999997,69.0,"['pop', 'pop rock']"
188,0,1,0,4,5,2,4,4,0,19,1.0,0.748,0.72,0.369,0.24600000000000002,145.22,0.0,0.0235,73.0,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
189,0,1,0,4,5,2,4,4,0,19,1.0,0.22,0.619,0.124,0.423,75.16,1.1900000000000001e-05,0.782,69.0,"['funk', 'motown', 'quiet storm', 'soul']"
190,1,1,2,3,2,4,3,1,0,13,0.0,0.789,0.753,0.325,0.65,126.008,0.111,0.007790000000000002,38.0,"['alternative dance', 'big beat', 'disco house', 'electronic', 'new rave', 'vocal house']"
191,1,1,2,3,2,4,3,1,0,13,0.0,0.449,0.736,0.0898,0.326,80.126,0.000162,0.33,86.0,"['indie r&b', 'pop', 'rap']"
192,1,1,2,3,2,4,3,1,0,13,0.0,0.41,0.6509999999999999,0.10800000000000001,0.12,128.049,0.0,0.368,52.0,"['indie r&b', 'trap soul', 'underground hip hop']"
193,1,1,1,2,3,4,2,5,1,16,1.0,0.602,0.45,0.141,0.316,170.043,0.0,0.15,61.0,['pop rap']
194,1,1,1,2,3,4,2,5,1,16,1.0,0.532,0.598,0.0617,0.261,74.96300000000002,3.22e-06,0.0668,67.0,"['australian alternative rock', 'australian dance', 'downtempo', 'edm', 'pop']"
195,1,1,1,2,3,4,2,5,1,16,1.0,0.884,0.5379999999999999,0.0947,0.426,92.999,2.08e-06,0.0135,56.0,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']"
196,1,1,0,4,3,3,3,4,0,17,1.0,0.373,0.6609999999999999,0.177,0.523,91.5,0.0,0.615,81.0,['pop']
197,0,1,1,3,2,3,1,3,1,12,0.0,0.67,0.606,0.354,0.212,119.96,6.6e-06,0.138,62.0,"['edm', 'pop', 'tropical house']"
198,0,1,1,3,2,3,1,3,1,12,0.0,0.6890000000000001,0.55,0.207,0.408,99.904,0.0,0.0498,67.0,"['edm', 'pop', 'tropical house']"
199,1,1,0,3,2,1,5,3,0,14,0.0,0.635,0.846,0.34299999999999997,0.51,110.03399999999999,0.0,0.0969,47.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
200,1,1,0,3,2,1,5,3,0,14,0.0,0.677,0.365,0.40299999999999997,0.261,147.906,0.0033,0.0111,34.0,"['britpop', 'madchester', 'permanent wave', 'rock']"
201,1,2,1,2,5,3,6,5,0,21,1.0,0.65,0.594,0.267,0.106,126.0,0.0142,0.013999999999999999,59.0,"['big room', 'brostep', 'catstep', 'dance pop', 'deep big room', 'edm', 'electro house', 'pop', 'progressive electro house', 'tracestep', 'tropical house']"
202,1,2,1,2,5,3,6,5,0,21,1.0,0.722,0.768,0.0807,0.29,122.975,0.0056700000000000006,0.387,3.0,[]
203,0,1,2,3,3,5,4,5,0,20,1.0,0.852,0.6729999999999999,0.10400000000000001,0.586,144.953,0.0,0.031,45.0,['k-pop']
204,0,1,2,3,3,5,4,5,0,20,1.0,0.799,0.903,0.0545,0.825,119.0,0.00126,0.32,35.0,['dance pop']
205,0,1,0,2,3,5,2,5,1,17,1.0,0.895,0.431,0.0866,0.24600000000000002,147.734,0.0,0.0147,3.0,['brooklyn drill']
206,0,1,0,2,3,5,2,5,1,17,1.0,0.513,0.647,0.39299999999999996,0.445,103.07700000000001,0.0,0.509,53.0,"['aussietronica', 'deep australian indie', 'electropop']"
207,0,1,0,2,3,5,2,5,1,17,1.0,0.54,0.8,0.531,0.529,119.007,4.03e-06,0.009170000000000001,39.0,[]
208,0,1,0,3,3,4,2,3,0,15,0.0,0.451,0.424,0.11,0.212,129.768,0.00047999999999999996,0.09,51.0,"['neo mellow', 'pop']"
209,0,1,2,2,3,2,2,3,1,12,0.0,0.8540000000000001,0.5539999999999999,0.336,0.532,130.97799999999998,0.0785,0.00611,6.0,[]
210,0,1,2,5,4,5,4,6,0,24,1.0,0.746,0.322,0.682,0.508,99.40700000000001,3.4399999999999996e-05,0.0525,25.0,"['alternative dance', 'indietronica', 'new rave']"
211,0,1,2,5,4,5,4,6,0,24,1.0,0.4920000000000001,0.8370000000000001,0.102,0.41700000000000004,85.95100000000002,0.0401,0.371,68.0,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
212,0,1,2,5,4,5,4,6,0,24,1.0,0.5760000000000001,0.574,0.20800000000000002,0.287,145.094,0.00147,0.0579,65.0,"['aussietronica', 'bass trap', 'brostep', 'edm', 'electronic trap', 'tropical pop edm', 'vapor soul', 'vapor twitch']"
213,0,1,2,4,3,5,4,4,0,20,1.0,0.9640000000000001,0.802,0.261,0.6809999999999999,127.98299999999999,0.0,0.12,19.0,"['chutney', 'dancehall', 'soca']"
214,0,1,2,4,3,5,4,4,0,20,1.0,0.46799999999999997,0.59,0.10099999999999999,0.349,92.287,0.0,0.0789,73.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
215,0,1,2,4,3,5,4,4,0,20,1.0,0.9890000000000001,0.616,0.172,0.902,95.036,0.0,0.166,74.0,"['cubaton', 'latin', 'latin hip hop', 'latin pop']"
216,1,1,0,5,5,5,5,5,0,25,1.0,0.8859999999999999,0.603,0.26,0.395,126.025,0.0,0.00045,72.0,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
217,0,1,1,3,4,4,3,5,1,19,1.0,0.585,0.665,0.0789,0.6579999999999999,158.953,0.0,0.044000000000000004,81.0,"['pop rap', 'rap', 'trap music']"
218,0,1,1,3,4,4,3,5,1,19,1.0,0.9309999999999999,0.753,0.5720000000000001,0.713,129.976,0.0,0.0429,40.0,[]
219,0,1,2,2,4,5,4,5,0,20,1.0,0.828,0.7070000000000001,0.107,0.5379999999999999,119.984,1.77e-06,0.0415,50.0,['canadian folk']
220,0,1,2,2,4,5,4,5,0,20,1.0,0.805,0.632,0.161,0.429,93.009,5.8299999999999994e-05,0.0646,69.0,"['dance pop', 'deep tropical house', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
221,0,1,2,5,2,5,1,1,0,14,0.0,0.996,0.629,0.314,0.348,104.97399999999999,0.00028399999999999996,0.0009310000000000001,54.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
222,0,1,2,5,2,5,1,1,0,14,0.0,0.742,0.27899999999999997,0.593,0.32799999999999996,189.868,0.0,0.000185,74.0,['pop']
223,0,1,2,5,2,5,1,1,0,14,0.0,0.932,0.529,0.203,0.237,130.05,0.106,7.7e-05,43.0,['melodic death metal']
224,1,1,1,2,2,4,2,6,0,16,1.0,0.354,0.728,0.132,0.636,132.762,0.0,0.76,48.0,"['dance pop', 'pop']"
225,1,1,1,2,2,4,2,6,0,16,1.0,0.5589999999999999,0.7390000000000001,0.11199999999999999,0.439,140.124,0.0,0.58,92.0,"['pop', 'rap']"
226,1,1,1,2,2,4,2,6,0,16,1.0,0.405,0.778,0.10400000000000001,0.0605,120.98100000000001,0.0,0.11199999999999999,54.0,"['hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
227,0,1,0,2,4,2,3,6,1,17,1.0,0.778,0.617,0.128,0.152,100.363,0.925,0.45899999999999996,67.0,"['downtempo', 'dream pop', 'indietronica', 'pop']"
228,0,1,0,2,4,2,3,6,1,17,1.0,0.851,0.5539999999999999,0.24,0.513,116.976,0.9129999999999999,0.611,48.0,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']"
229,0,1,0,2,4,2,3,6,1,17,1.0,0.894,0.47,0.0903,0.311,126.03,5.400000000000001e-05,0.0322,53.0,"['chamber pop', 'folk-pop', 'pop']"
230,1,1,1,5,6,6,4,5,0,26,1.0,0.7340000000000001,0.6559999999999999,0.301,0.591,116.24600000000001,9.990000000000004e-05,0.0896,59.0,['new wave pop']
231,0,1,1,2,3,3,2,4,0,14,0.0,0.19,0.46799999999999997,0.107,0.326,125.319,0.0,0.919,79.0,['pop']
232,0,1,1,2,3,3,2,4,0,14,0.0,0.5579999999999999,0.706,0.11800000000000001,0.22699999999999998,110.443,0.0,0.146,75.0,"['pop', 'post-teen pop']"
233,0,1,1,2,3,3,2,4,0,14,0.0,0.606,0.262,0.125,0.275,189.857,0.0,0.247,71.0,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']"
234,1,1,2,3,2,3,2,4,0,14,0.0,0.925,0.282,0.0711,0.265,180.125,0.0129,0.000172,20.0,"['gothic metal', 'gothic symphonic metal', 'norwegian metal', 'progressive metal', 'symphonic metal']"
235,1,1,2,3,2,3,2,4,0,14,0.0,0.5820000000000001,0.575,0.139,0.297,127.94,0.000178,0.0103,57.0,"['finnish metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'progressive metal', 'symphonic metal']"
236,1,1,2,3,2,3,2,4,0,14,0.0,0.813,0.147,0.156,0.22699999999999998,191.83700000000002,0.0199,0.000286,40.0,"['gothic symphonic metal', 'symphonic metal', 'symphonic power metal']"
237,0,1,2,4,2,2,2,3,0,13,0.0,0.981,0.508,0.41100000000000003,0.302,150.026,0.0,5.720000000000002e-05,45.0,"['gothic symphonic metal', 'melodic death metal', 'power metal', 'progressive metal']"
238,0,1,2,4,2,2,2,3,0,13,0.0,0.9490000000000001,0.475,0.34299999999999997,0.28800000000000003,139.975,0.00533,0.000439,18.0,"['fallen angel', 'gothic symphonic metal', 'symphonic metal']"
239,0,1,2,4,2,2,2,3,0,13,0.0,0.823,0.505,0.35200000000000004,0.228,150.001,0.406,0.000817,28.0,[]
240,0,1,2,3,4,4,3,2,0,16,1.0,0.7509999999999999,0.499,0.154,0.6970000000000001,116.491,6.11e-05,0.261,26.0,[]
241,0,1,2,3,4,4,3,2,0,16,1.0,0.848,0.696,0.0918,0.871,88.64,0.0,0.00238,36.0,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
242,0,1,0,4,5,6,4,4,0,23,1.0,0.473,0.765,0.391,0.34,119.992,0.0,0.287,82.0,['danish pop']
243,0,1,0,4,5,6,4,4,0,23,1.0,0.41100000000000003,0.713,0.0763,0.626,134.007,7.190000000000001e-05,0.3,59.0,['a cappella']
244,1,1,2,6,6,6,6,6,1,30,1.0,0.5710000000000001,0.743,0.29100000000000004,0.495,119.054,0.0,0.24,71.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
245,1,1,2,6,6,6,6,6,1,30,1.0,0.866,0.863,0.201,0.873,147.055,0.0,0.16399999999999998,47.0,[]
246,1,1,1,3,3,3,3,4,1,16,1.0,0.701,0.51,0.168,0.135,120.98899999999999,0.0,0.466,40.0,"['channel pop', 'post-teen pop', 'viral pop']"
247,1,1,0,4,4,2,5,5,1,20,1.0,0.659,0.612,0.0538,0.41700000000000004,98.015,0.0,0.0933,38.0,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']"
248,1,1,0,4,4,2,5,5,1,20,1.0,0.878,0.6629999999999999,0.32799999999999996,0.7040000000000001,158.035,3.39e-06,0.0368,65.0,"['dance pop', 'danish pop', 'electropop', 'pop', 'tropical house']"
249,0,1,2,6,2,4,0,3,1,15,0.0,0.585,0.614,0.0948,0.21100000000000002,169.905,0.000129,0.134,71.0,"['dance pop', 'electropop', 'pop']"
250,0,1,2,6,2,4,0,3,1,15,0.0,0.473,0.8809999999999999,0.09699999999999999,0.97,126.48200000000001,0.00011200000000000001,0.28600000000000003,22.0,"[""children's music""]"
251,0,1,1,2,3,4,4,2,1,15,0.0,0.8240000000000001,0.735,0.158,0.726,100.20200000000001,0.0,0.615,67.0,"['dance pop', 'dancehall', 'pop', 'pop rap']"
252,0,1,2,5,2,5,4,6,0,22,1.0,0.847,0.662,0.145,0.441,127.986,3.81e-06,0.00264,32.0,"['canadian pop', 'indie poptimism', 'modern alternative rock', 'modern rock']"
253,1,1,0,6,4,4,4,2,0,20,1.0,0.9129999999999999,0.8190000000000001,0.161,0.536,119.98899999999999,3.72e-05,0.0935,80.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']"
254,1,1,0,6,4,4,4,2,0,20,1.0,0.575,0.632,0.10400000000000001,0.188,90.037,1.81e-06,0.0225,78.0,"['dance pop', 'deep pop edm', 'deep tropical house', 'edm', 'electro house', 'pop', 'tropical house']"
255,1,1,2,2,3,2,4,4,1,15,0.0,0.898,0.414,0.418,0.217,113.986,0.578,9.37e-05,45.0,"['alternative metal', 'canadian metal', 'djent', 'jazz metal', 'progressive metal', 'vancouver metal']"
256,1,1,2,2,3,2,4,4,1,15,0.0,0.851,0.488,0.0943,0.337,134.99,0.0005009999999999999,0.0020800000000000003,43.0,"['djent', 'jazz metal', 'melodic metalcore', 'progressive metal']"
257,1,1,2,2,3,2,4,4,1,15,0.0,0.996,0.255,0.18100000000000002,0.142,93.633,0.902,2.410000000000001e-05,38.0,"['alternative metal', 'death metal', 'djent', 'groove metal', 'jazz metal', 'metal', 'nu metal', 'progressive metal', 'swedish metal', 'technical death metal']"
258,1,1,0,5,5,4,5,5,0,24,1.0,0.8190000000000001,0.444,0.107,0.747,82.695,0.0,0.106,85.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
259,1,1,0,3,2,5,4,6,1,20,1.0,0.413,0.835,0.10099999999999999,0.111,149.004,0.00133,0.373,78.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
260,1,1,0,3,2,5,4,6,1,20,1.0,0.562,0.877,0.0933,0.376,99.977,0.0,0.0152,82.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
261,1,1,1,5,4,4,5,5,1,23,1.0,0.496,0.598,0.12,0.725,128.06,0.00132,0.0253,69.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
262,0,1,2,2,4,5,3,5,1,19,1.0,0.528,0.539,0.11699999999999999,0.252,190.169,0.0,0.0108,71.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
263,1,1,2,3,2,3,2,2,1,12,0.0,0.7879999999999999,0.6970000000000001,0.12300000000000001,0.5579999999999999,105.99700000000001,3.24e-05,0.00688,17.0,['uzbek pop']
264,1,1,2,3,2,3,2,2,1,12,0.0,0.00527,0.184,0.17300000000000001,0.151,170.612,0.887,0.995,68.0,"['classical', 'classical era', 'early romantic era']"
265,1,1,2,3,2,3,2,2,1,12,0.0,0.87,0.5429999999999999,0.792,0.754,100.804,0.0009390000000000001,0.358,81.0,"['europop', 'swedish pop']"
266,0,1,1,4,5,6,2,4,0,21,1.0,0.8,0.617,0.179,0.634,117.955,3.19e-05,0.0172,58.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
267,0,1,1,4,5,6,2,4,0,21,1.0,0.965,0.37799999999999995,0.28,0.303,175.043,0.000686,0.00016999999999999999,65.0,"['melodic metalcore', 'metalcore', 'rap metal', 'screamo', 'trancecore']"
268,0,1,2,6,6,6,5,4,0,27,1.0,0.7859999999999999,0.37,0.243,0.7559999999999999,65.568,0.0,0.306,53.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
269,1,1,1,4,4,4,5,5,0,22,1.0,0.628,0.6679999999999999,0.145,0.621,131.88,0.0,0.00822,64.0,"['pop rap', 'rap']"
270,1,1,1,4,4,4,5,5,0,22,1.0,0.547,0.698,0.32799999999999996,0.40399999999999997,93.00299999999999,6.34e-05,0.3,60.0,"['pop rap', 'rap']"
271,1,1,1,4,4,4,5,5,0,22,1.0,0.5379999999999999,0.516,0.163,0.294,112.053,0.000805,0.0341,62.0,"['pop rap', 'rap']"
272,0,0,2,3,4,3,3,5,1,18,1.0,0.718,0.6859999999999999,0.11900000000000001,0.557,115.02600000000001,0.0007030000000000001,0.006370000000000001,76.0,"['dance pop', 'deep groove house', 'destroy techno', 'disco house', 'edm', 'house', 'pop', 'progressive house', 'tropical house']"
273,0,0,2,3,4,3,3,5,1,18,1.0,0.634,0.6509999999999999,0.0694,0.34299999999999997,114.10799999999999,1.63e-06,0.21,49.0,[]
274,0,0,2,3,4,3,3,5,1,18,1.0,0.797,0.611,0.26,0.518,120.041,0.00137,0.00543,76.0,"['dance pop', 'electropop', 'indie pop', 'indie poptimism', 'indie r&b', 'modern rock', 'pop']"
275,0,0,2,1,4,2,2,3,1,12,0.0,0.5429999999999999,0.696,0.0939,0.479,107.969,0.0,0.308,79.0,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']"
276,0,0,2,1,4,2,2,3,1,12,0.0,0.557,0.358,0.0902,0.494,85.04299999999998,0.0,0.695,85.0,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']"
277,0,0,2,1,4,2,2,3,1,12,0.0,0.271,0.531,0.0699,0.07,110.029,0.265,0.9259999999999999,11.0,['sleep']
278,0,1,1,1,5,4,6,6,0,22,1.0,0.33,0.5589999999999999,0.0975,0.285,135.109,0.0,0.892,79.0,['pop']
279,0,1,1,1,5,4,6,6,0,22,1.0,0.391,0.588,0.22699999999999998,0.349,144.069,0.0,0.8390000000000001,74.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
280,0,1,1,1,5,4,6,6,0,22,1.0,0.871,0.503,0.823,0.44799999999999995,137.164,0.0,0.306,48.0,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
281,0,1,1,5,6,4,4,5,0,24,1.0,0.795,0.652,0.12300000000000001,0.7879999999999999,135.018,0.0,0.156,69.0,"['canadian pop', 'pop']"
