,Unnamed: 0,gender,age,amount_music,life_enjoyment,resilience,balanced_life,emotional_flex,self_actualization,trauma,total_health,health_categorical,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
137,137,Female,18 - 30,0 - 1,2,3,2,3,3,Yes,13,0.0,Only U,PARTYNEXTDOOR,0.7859999999999999,0.37,0.243,0.7559999999999999,65.568,0.0,0.306,53.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
138,138,Female,18 - 30,0 - 1,2,3,2,3,3,Yes,13,0.0,Hype,Drake,0.608,0.789,0.368,0.271,129.958,0.0,0.0244,65.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
139,139,Female,18 - 30,1 - 2,3,5,3,5,4,Yes,20,1.0,"Don't Wanna Know - 11 Hearts Mix Maroon 5 , Kendrick Lamar Tribute",Amin Cruiser,0.575,0.599,0.0937,0.213,120.913,0.253,0.6659999999999999,1.0,[]
140,140,Female,18 - 30,1 - 2,2,4,5,4,6,No,21,1.0,Cross Our Bones,Crown The Empire,0.938,0.544,0.21,0.503,125.079,0.0,0.000242,41.0,"['metalcore', 'post-post-hardcore', 'post-screamo', 'screamo', 'trancecore']"
141,141,Female,18 - 30,1 - 2,2,4,5,4,6,No,21,1.0,Aftermath,Crown The Empire,0.988,0.494,0.362,0.327,135.012,8.96e-06,0.000576,46.0,"['metalcore', 'post-post-hardcore', 'post-screamo', 'screamo', 'trancecore']"
142,142,Female,18 - 30,1 - 2,2,4,5,4,6,No,21,1.0,Colourblind,Hands Like Houses,0.949,0.557,0.34,0.397,111.008,0.000418,0.000282,58.0,"['metalcore', 'post-screamo', 'progressive post-hardcore', 'screamo']"
143,143,Female,18 - 30,0 - 1,1,2,3,2,5,Yes,13,0.0,Close,Nick Jonas,0.623,0.653,0.14400000000000002,0.401,123.999,0.0,0.253,72.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']"
144,144,Female,18 - 30,0 - 1,1,2,3,2,5,Yes,13,0.0,Mistletoe,Justin Bieber,0.56,0.6579999999999999,0.0794,0.8540000000000001,161.994,0.0,0.498,65.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
145,145,Female,18 - 30,2+,4,4,2,3,4,Yes,17,1.0,Lost,Luu Breeze,0.586,0.802,0.0906,0.563,91.03,0.000304,0.0203,10.0,"['canadian hip hop', 'trap soul']"
146,146,Female,18 - 30,2+,4,4,2,3,4,Yes,17,1.0,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,Kungs,0.7170000000000001,0.792,0.226,0.466,121.985,3.59e-05,0.0927,80.0,"['deep tropical house', 'edm', 'pop', 'tropical house']"
147,147,Female,18 - 30,2+,4,4,2,3,4,Yes,17,1.0,Love Me Now,John Legend,0.762,0.488,0.0763,0.7090000000000001,123.889,0.0,0.591,69.0,"['neo soul', 'pop', 'r&b', 'urban contemporary']"
148,148,Female,18 - 30,2+,4,4,3,5,6,Yes,22,1.0,La Bicicleta,Carlos Vives,0.944,0.745,0.333,0.951,179.991,1.48e-06,0.21,77.0,"['champeta', 'colombian pop', 'dance pop', 'latin', 'latin pop', 'tropical', 'vallenato']"
149,149,Female,18 - 30,2+,4,4,3,5,6,Yes,22,1.0,Summertime,Vybz Kartel,0.7140000000000001,0.489,0.309,0.5760000000000001,199.073,0.0,0.274,41.0,"['dancehall', 'reggae fusion']"
150,150,Female,18 - 30,2+,4,4,3,5,6,Yes,22,1.0,La Carretera,Prince Royce,0.6859999999999999,0.747,0.1,0.913,122.005,0.0,0.5870000000000001,67.0,"['bachata', 'dance pop', 'latin', 'latin hip hop', 'latin pop', 'pop', 'tropical']"
151,151,Male,30+,1 - 2,4,5,4,3,4,No,20,1.0,Evil Woman,Electric Light Orchestra,0.6559999999999999,0.6970000000000001,0.221,0.8809999999999999,119.632,4.66e-05,0.43,62.0,"['album rock', 'art rock', 'bow pop', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
152,152,Female,30+,1 - 2,6,5,4,3,5,Yes,23,1.0,This One's for You (Originally Performed by David Guetta Ft. Zara Larson) - Karaoke Version,Hit The Button Karaoke,0.589,0.622,0.0671,0.44,109.977,0.123,0.0054,6.0,['karaoke']
153,153,Female,30+,1 - 2,6,5,4,3,5,Yes,23,1.0,Stereo Love - Radio Edit,Edward Maya,0.726,0.775,0.11,0.206,126.999,0.0235,0.0399,59.0,[]
154,154,Female,18 - 30,2+,5,4,5,3,5,Yes,22,1.0,Ballin,PnB Rock,0.721,0.62,0.155,0.28600000000000003,169.919,0.0,0.00189,60.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
155,155,Female,18 - 30,2+,5,4,5,3,5,Yes,22,1.0,Send It (feat. Rich Homie Quan),Austin Mahone,0.585,0.737,0.115,0.693,147.064,0.0,0.18600000000000005,67.0,"['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']"
156,156,Female,18 - 30,2+,5,4,5,3,5,Yes,22,1.0,Fleek,PnB Rock,0.7829999999999999,0.586,0.318,0.461,87.469,0.0,0.125,55.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
157,157,Female,18 - 30,2+,2,6,4,5,5,Yes,22,1.0,Do You Mind,DJ Khaled,0.5479999999999999,0.412,0.181,0.17600000000000002,81.293,0.0,0.0173,64.0,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
158,158,Female,18 - 30,2+,2,6,4,5,5,Yes,22,1.0,Black Beatles,Rae Sremmurd,0.632,0.794,0.128,0.355,145.92600000000004,0.0,0.142,79.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
159,159,Male,18 - 30,1 - 2,1,4,2,2,5,No,14,0.0,Shake It Out,Florence + The Machine,0.8079999999999999,0.519,0.105,0.251,107.505,0.0,0.0126,65.0,"['chamber pop', 'folk-pop', 'pop']"
160,160,Male,18 - 30,1 - 2,1,4,2,2,5,No,14,0.0,Bad 4 Us,Superfruit,0.856,0.722,0.156,0.905,110.012,0.0,0.0175,47.0,"['dance pop', 'indie poptimism', 'strut']"
161,161,Male,18 - 30,1 - 2,1,4,2,2,5,No,14,0.0,"Let It Go (From ""Disney: Frozen"")",Melinda Keen,0.447,0.5479999999999999,0.366,0.235,136.886,0.0,0.523,0.0,[]
162,162,Female,18 - 30,2+,3,2,2,1,6,No,14,0.0,Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,0.397,0.505,0.0853,0.5579999999999999,95.063,0.0,0.716,76.0,"['conscious hip hop', 'hip hop', 'pop', 'pop rap', 'rap']"
163,163,Female,18 - 30,2+,3,2,2,1,6,No,14,0.0,Smoke Break (feat. Future),Chance the Rapper,0.453,0.705,0.14300000000000002,0.28300000000000003,124.942,0.0,0.257,70.0,"['conscious hip hop', 'hip hop', 'pop', 'pop rap', 'rap']"
164,164,Female,18 - 30,1 - 2,3,4,4,4,5,Yes,20,1.0,Style,Taylor Swift,0.7859999999999999,0.598,0.117,0.456,95.021,0.00143,0.00256,65.0,"['dance pop', 'pop', 'post-teen pop']"
