,Unnamed: 0,Unnamed: 0.1,id,songs,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
255,430,430,143,Garbage Brain Bloody Knees,Garbage Brain,Bloody Knees,0.475,0.264,0.109,0.0857,120.465,0.0295,0.0477,15.0,"['alt-indie rock', 'modern alternative rock']"
256,431,431,143,Soft Power Arcade Fire,Soft Power,Arcade Fire,0.5670000000000001,0.31,0.536,0.0865,79.905,0.112,0.0264,35.0,"['alternative rock', 'canadian indie', 'chamber pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'rock']"
257,433,433,144,If you're going through hell Rodney atkins,Watching You,Rodney Atkins,0.848,0.625,0.23,0.716,137.993,0.0,0.105,68.0,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
258,434,434,144,Stronger beer,Stronger Beer,Tim Hicks,0.5379999999999999,0.7120000000000001,0.7979999999999999,0.677,93.001,0.0,0.301,37.0,['canadian country']
259,437,437,145,Circadian rhythm silversun pickups,Circadian Rhythm (Last Dance),Silversun Pickups,0.586,0.693,0.362,0.459,127.967,0.0133,0.0667,53.0,"['alternative metal', 'alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'post-grunge', 'rock']"
260,439,439,146,Adventure of a lifetime Coldplay,Adventure Of A Lifetime,Coldplay,0.924,0.638,0.149,0.529,111.995,0.000173,0.00205,78.0,"['permanent wave', 'pop']"
261,440,440,146,It can happen to you Chris smith ,It Can Happen To You,Chris Smith,0.5660000000000001,0.8,0.158,0.674,93.017,0.000297,0.416,0.0,[]
262,441,441,147,Ivy Frank Ocean,Ivy,Frank Ocean,0.388,0.5670000000000001,0.248,0.452,116.362,0.000309,0.782,77.0,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
263,443,443,147,Nikes Frank Ocean,Nikes,Frank Ocean,0.394,0.5429999999999999,0.108,0.118,137.811,0.000239,0.695,74.0,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
264,444,444,148,solo frank ocean,Solo,Frank Ocean,0.287,0.444,0.161,0.246,124.027,2.82e-06,0.8490000000000001,71.0,"['hip hop', 'indie r&b', 'lgbtq+ hip hop', 'neo soul', 'pop', 'rap']"
265,446,446,148,did it on em nicki minaj,Did It On 'Em - Originally By Nicki Minaj (Karaoke / Instrumental),HOT 100,0.55,0.7190000000000001,0.146,0.16899999999999998,155.988,0.665,0.00787,5.0,['fake']
266,447,447,149,She Don't Ella Mai ,She Don't (feat. Ty Dolla $Ign),Ella Mai,0.478,0.65,0.177,0.147,99.979,0.0,0.268,77.0,"['dance pop', 'indie r&b', 'pop', 'r&b', 'uk contemporary r&b', 'urban contemporary']"
267,451,451,150,Pink Lemonade  Watsky,Pink Lemonade,Watsky,0.743,0.511,0.0764,0.511,88.536,5.18e-06,0.243,45.0,"['abstract hip hop', 'comic', 'indie pop rap', 'pop rap']"
268,452,452,150,This is How I Disappear  My Chemical Romance,This Is How I Disappear,My Chemical Romance,0.983,0.242,0.303,0.301,163.366,4.4299999999999986e-05,5.08e-05,60.0,"['emo', 'pop punk']"
269,453,453,151,Take Care ,The Motto,Drake,0.442,0.7659999999999999,0.111,0.39,201.8,6.12e-05,0.000107,77.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
270,456,456,152,Lights EMBRZ ,Lights,EMBRZ,0.612,0.6920000000000001,0.0831,0.152,99.998,0.927,0.428,36.0,"['indie poptimism', 'vapor soul']"
271,457,457,152,This Town Niall Horan (Tiesto Remix),This Town - Tiёsto Remix,Niall Horan,0.736,0.7390000000000001,0.294,0.163,119.992,0.000443,0.0016600000000000002,53.0,"['dance pop', 'pop', 'post-teen pop']"
272,459,459,153,Chasing Cars ,Chasing Cars,Snow Patrol,0.5920000000000001,0.563,0.132,0.136,104.016,5.08e-05,0.209,79.0,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']"
273,461,461,153,beer money kip moore,Beer Money,Kip Moore,0.805,0.745,0.13,0.765,126.065,1.06e-06,0.0223,58.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
274,463,463,154,The Greatest Sia,The Greatest,Sia,0.725,0.6679999999999999,0.0561,0.7290000000000001,191.944,0.000479,0.0102,78.0,"['australian dance', 'australian pop', 'dance pop', 'pop']"
275,464,464,154,Slow Dancing in a Burning Room John Mayer,Slow Dancing in a Burning Room,John Mayer,0.361,0.6679999999999999,0.0805,0.28800000000000003,134.15,0.00506,0.573,78.0,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']"
276,466,466,155,Don't Run PARTYNEXTDOOR,Don't Run,PARTYNEXTDOOR,0.414,0.409,0.655,0.211,102.348,0.00048,0.369,52.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
277,469,469,156,no shopping drake,No Shopping,French Montana,0.491,0.895,0.14300000000000002,0.249,83.505,0.0009880000000000002,0.0144,58.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
278,470,470,156,wicked future,Wicked,Future,0.679,0.718,0.385,0.205,157.97,0.0104,0.00191,65.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
279,471,471,157,King Kunta Kendrick Lamar,King Kunta,Kendrick Lamar,0.657,0.884,0.154,0.489,107.059,0.0,0.00589,76.0,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
280,472,472,157,Twenty Eight The Weeknd ,Twenty Eight,The Weeknd,0.633,0.639,0.111,0.243,129.996,0.000218,0.574,65.0,"['canadian pop', 'pop', 'rap']"
281,474,474,158,Bumper cars Alex and Sierra ,Bumper Cars,Alex & Sierra,0.274,0.428,0.102,0.17600000000000002,145.067,0.0,0.805,64.0,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
282,475,475,158,Another love tom odell,Another Love,Tom Odell,0.537,0.445,0.0941,0.131,122.764,1.6e-05,0.695,57.0,"['indie folk', 'neo mellow', 'pop']"
283,476,476,158,Rise up Andra Day,Rise Up,Andra Day,0.316,0.398,0.295,0.174,118.582,0.0,0.805,76.0,['r&b']
284,478,478,159,Do Like That Korede Bello,Do Like That,Korede Bello,0.366,0.812,0.0793,0.659,114.093,0.0,0.36,64.0,"['afrobeats', 'afropop', 'azontobeats', 'nigerian hip hop']"
285,482,482,160,Switch Roy woods ,Switch,Roy Woods,0.406,0.6709999999999999,0.11,0.409,91.04,0.000324,0.321,54.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'trap soul']"
286,485,485,161,Cool Girl Tove Lo,Cool Girl,Tove Lo,0.6940000000000001,0.674,0.0752,0.203,101.993,7.17e-06,0.313,71.0,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop', 'tropical house']"
287,487,487,162,TT Twice,TT,TWICE,0.853,0.708,0.399,0.399,129.946,0.000173,0.0525,71.0,['k-pop']
288,488,488,162,Blood Sweat and Tears BTS,Blood Sweat & Tears,BTS,0.885,0.583,0.35700000000000004,0.601,92.959,0.0,0.0244,78.0,['k-pop']
289,490,490,163,Sneakin (feat. 21 Savage) Drake,Sneakin' (In the Style of Drake (feat. 21 Savage)),2017 Top Hit Karaoke,0.5670000000000001,0.619,0.116,0.363,169.96599999999995,0.914,0.0248,10.0,['karaoke']
290,491,491,163,Starboy (feat. Daft Punk) The Weeknd,Starboy - Electro Tribute the Weeknd Feat Daft Punk,Hilmer Rose,0.76,0.653,0.199,0.7290000000000001,116.009,0.0766,0.0704,6.0,[]
291,493,493,164,That's Not Me (Feat. JME) Skepta ,That's Not Me (Karaoke Version) [Originally Performed by Skepta feat. Jme] - No Backing Vocals,Backing Force,0.7759999999999999,0.954,0.0716,0.595,138.961,0.6659999999999999,0.36,0.0,[]
292,494,494,164,Deja Vu Post Malone and Justin Bieber ,Deja Vu (Originally Performed by Post Malone & Justin Bieber) - Instrumental Version,Karaoke Pro,0.428,0.64,0.14,0.608,133.996,0.91,0.122,5.0,['karaoke']
293,497,497,165,shout out to my ex little mix ,Shout Out to My Ex,Little Mix,0.747,0.773,0.11,0.8,126.014,8.23e-06,0.0239,81.0,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'r&b', 'talent show']"
294,498,498,166,Kryptonite 3 Doors Down,Kryptonite,3 Doors Down,0.865,0.545,0.168,0.5429999999999999,99.01,1.12e-05,0.006640000000000001,79.0,"['alternative metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal']"
295,500,500,166,Smile and Wave Headstones,Smile and Wave,Headstones,0.6759999999999999,0.615,0.173,0.8590000000000001,121.046,0.006520000000000001,0.0373,14.0,"['canadian indie', 'canadian rock']"
296,502,502,167,Love on the Brain Rihanna,Love On The Brain,Rihanna,0.637,0.509,0.0789,0.378,172.006,1.08e-05,0.0717,81.0,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']"
297,503,503,167,Party Favors Tinashe,Party Favors,Tinashe,0.4920000000000001,0.654,0.14400000000000002,0.185,94.992,0.0006940000000000001,0.0307,55.0,"['dance pop', 'deep pop r&b', 'indie r&b', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']"
298,504,504,168,Work From Home Fifth Harmony,Work from Home,Fifth Harmony,0.585,0.8029999999999999,0.0644,0.593,105.017,3.94e-06,0.103,82.0,"['dance pop', 'electropop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
299,505,505,168,Hello Adele,Hello,Adele,0.451,0.481,0.0872,0.289,157.966,0.0,0.336,74.0,['pop']
300,506,506,168,Cheap Thrills Sia,Cheap Thrills,Sia,0.698,0.628,0.0907,0.732,89.976,0.00143,0.0472,76.0,"['australian dance', 'australian pop', 'dance pop', 'pop']"
301,507,507,169,libra intervals,Libra,Intervals,0.929,0.312,0.578,0.443,170.017,0.8390000000000001,0.000465,47.0,"['djent', 'instrumental rock', 'jazz metal']"
302,508,508,169,falling apart  papa roach,Falling Apart,Papa Roach,0.942,0.528,0.344,0.421,110.058,0.0,8.26e-05,65.0,"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'rap metal', 'rap rock']"
303,509,509,169,breath breaking benjamin,Breath,Breaking Benjamin,0.8690000000000001,0.35100000000000003,0.0886,0.355,182.811,0.000206,0.00014,62.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
304,510,510,170,Muddy Waters LP,Muddy Waters,LP,0.484,0.509,0.308,0.249,125.0,3.41e-06,0.394,63.0,['indie rock']
305,511,511,170,Everybody wants to rule the world Tears for Fears,Everybody Wants To Rule The World,Tears For Fears,0.8,0.638,0.113,0.569,112.055,0.005529999999999999,0.3720000000000001,82.0,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']"
306,512,512,170,Yoga Janelle Monae ft Jidenna,Yoga (Made Popular By Janelle Monae ft. Jidenna) [Karaoke Version],Party Tyme Karaoke,0.385,0.779,0.191,0.54,129.98,0.669,0.0697,0.0,['karaoke']
307,513,513,171,Avicii the nights,The Nights,Avicii,0.835,0.527,0.249,0.654,125.983,0.0,0.0166,80.0,"['big room', 'edm']"
308,515,515,171,keith urban blue aint your color,Blue Ain't Your Color,Keith Urban,0.417,0.6859999999999999,0.0844,0.451,82.40700000000002,1.79e-06,0.606,72.0,"['australian country', 'contemporary country', 'country', 'country road']"
309,519,519,173,Beautiful Freakshow Dean Brody,Beautiful Freakshow (feat. Shevy Price),Dean Brody,0.649,0.578,0.113,0.18600000000000005,133.03,5.76e-05,0.0231,42.0,"['canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']"
310,520,520,173,Unwell Matchbox 20,Unwell - Remastered Version,Matchbox Twenty,0.7929999999999999,0.442,0.328,0.4370000000000001,80.985,0.0,0.0456,63.0,"['neo mellow', 'pop rock', 'post-grunge']"
311,521,521,173,Ahead a Century Tragically Hip,Ahead By A Century,The Tragically Hip,0.5579999999999999,0.759,0.102,0.366,126.783,0.00743,0.0271,41.0,"['canadian indie', 'canadian rock', 'deep new americana']"
312,523,523,174,"21 Savage ""No Heart"" ",No Heart,21 Savage,0.444,0.906,0.173,0.6779999999999999,140.063,6.440000000000001e-05,0.136,75.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
313,524,524,174,Pose Rihanna ,Pose,Rihanna,0.84,0.684,0.155,0.7440000000000001,145.905,0.000223,0.211,50.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
314,526,526,175,Thinking Out Loud Ed Sheeran,Thinking Out Loud,Ed Sheeran,0.445,0.7809999999999999,0.184,0.591,78.998,0.0,0.474,86.0,['pop']
315,529,529,176,Never be like you Flume,Never Be Like You (feat. Kai),Flume,0.557,0.444,0.152,0.29600000000000004,115.058,0.0,0.453,71.0,"['australian alternative rock', 'australian dance', 'downtempo', 'edm', 'pop']"
316,531,531,177,Maria Maria Santana,Maria Maria - Radio Mix,Santana,0.601,0.777,0.0348,0.68,97.911,0.00201,0.0406,70.0,"['blues-rock', 'classic rock', 'rock']"
317,533,533,177,Black Beatles Rae Sremmurd,Black Beatles,Rae Sremmurd,0.632,0.794,0.128,0.355,145.92600000000004,0.0,0.142,79.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
318,534,534,178,Midnight Moon Oh Wonder,Midnight Moon,Oh Wonder,0.48,0.685,0.133,0.657,142.972,0.00828,0.632,54.0,"['electropop', 'indie poptimism', 'indie r&b', 'modern rock', 'pop']"
319,535,535,178,Basement Party MAX,Basement Party,MAX,0.954,0.773,0.0805,0.6859999999999999,112.031,0.0,0.0574,44.0,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
320,536,536,178,Don't Look Back Ben Phipps,Don't Look Back,Ben Phipps,0.359,0.779,0.0883,0.133,114.009,0.0376,0.8059999999999999,39.0,[]
321,537,537,179,Glawio com truise ,Glawio,Com Truise,0.608,0.603,0.255,0.14400000000000002,175.959,0.551,0.134,40.0,"['chillwave', 'future funk', 'indietronica', 'retro electro', 'vaporwave', 'wonky']"
322,538,538,179,Cherub rock smashing pumpkins ,Cherub Rock - Remastered 2011,The Smashing Pumpkins,0.867,0.382,0.196,0.453,87.309,0.581,5.91e-06,62.0,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
323,539,539,179,Get dark the zolas ,Get Dark,The Zolas,0.644,0.69,0.196,0.66,103.053,0.0,0.408,34.0,"['canadian indie', 'vancouver indie']"
324,540,540,180,Adele when we were young ,When We Were Young,Adele,0.594,0.381,0.0925,0.273,143.86,0.0,0.348,74.0,['pop']
325,544,544,181,Lost in Hollywood System of a Down,Lost In Hollywood,System Of A Down,0.797,0.295,0.125,0.107,150.30100000000004,0.000427,0.598,67.0,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
326,546,546,182,Closer Chainsmokers,Closer,The Chainsmokers,0.524,0.748,0.111,0.6609999999999999,95.01,0.0,0.414,88.0,"['edm', 'electropop', 'pop', 'tropical house']"
327,547,547,182,Power Kanye West,POWER,Kanye West,0.915,0.5429999999999999,0.7440000000000001,0.5770000000000001,153.998,0.0,0.0162,80.0,"['pop rap', 'rap']"
328,548,548,182,We Don't Talk Anymore Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.563,0.728,0.179,0.35200000000000004,100.017,0.0,0.621,72.0,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
329,550,550,183,Too Good Drake,Too Good,Drake,0.6409999999999999,0.82,0.102,0.395,117.974,5.07e-05,0.0662,77.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
330,551,551,183,Party Up (Up In Here) DMX,Party Up (Up In Here),DMX,0.8340000000000001,0.736,0.407,0.234,100.979,0.0,0.077,55.0,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']"
331,552,552,184,Fresh Eyes Andy Grammer,Fresh Eyes,Andy Grammer,0.495,0.825,0.145,0.8809999999999999,122.052,4.01e-05,0.581,64.0,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
332,553,553,184,Vente Pa' Ca Ricky Martin,Vente Pa' Ca,Ricky Martin,0.92,0.6629999999999999,0.101,0.5329999999999999,99.935,1.6899999999999994e-05,0.0043100000000000005,77.0,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'tropical']"
333,554,554,184,Would I lie to you David Guetta,Would I Lie To You - Radio Edit,David Guetta,0.826,0.6709999999999999,0.631,0.774,123.986,0.0,0.00718,70.0,"['dance pop', 'edm', 'pop']"
334,555,555,185,I Need A Girl P. Diddy,"I Need a Girl Part 2 (feat. Loon, Ginuwine & Mario Winans)",Diddy,0.471,0.713,0.0308,0.7809999999999999,199.765,0.0,0.421,67.0,"['dance pop', 'dirty south rap', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']"
335,556,556,185,One in a Million Neyo,One In A Million,Ne-Yo,0.794,0.763,0.327,0.65,99.999,2.86e-06,0.122,63.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
336,557,557,185,I Want It That Way Backstreet Boys,I Want It That Way,Backstreet Boys,0.7020000000000001,0.6890000000000001,0.159,0.484,99.031,0.0,0.21600000000000005,80.0,"['boy band', 'dance pop', 'europop', 'pop']"
337,559,559,186,broccolli ,Broccolli,XENPÄI,0.309,0.775,0.109,0.483,112.027,0.0,0.28300000000000003,2.0,[]
338,561,561,187,Playing with Fire BlackPink,PLAYING WITH FIRE,BLACKPINK,0.758,0.7070000000000001,0.141,0.674,97.037,0.0,0.0399,76.0,['k-pop']
339,562,562,187,Call on Me Ryan Riback remix,Call on Me - Ryan Riback Remix,Starley,0.838,0.67,0.159,0.7170000000000001,104.998,0.000611,0.0604,72.0,['aussietronica']
340,565,565,188,Hymn for the weekend Coldplay,Hymn For The Weekend,Coldplay,0.743,0.49,0.3,0.363,89.97399999999998,7.21e-06,0.255,80.0,"['permanent wave', 'pop']"
341,566,566,188,Heathens 21 Pilots,Heathens,Twenty One Pilots,0.396,0.732,0.105,0.5479999999999999,90.024,3.58e-05,0.0841,83.0,"['pop punk', 'rock']"
342,567,567,189,Waste a moment Kings of Leon,Waste A Moment,Kings of Leon,0.85,0.436,0.128,0.537,152.644,0.74,0.0008609999999999999,69.0,"['garage rock', 'indie rock', 'modern rock', 'rock']"
343,568,568,189,Work this body Walk the Moon,Work This Body,WALK THE MOON,0.831,0.421,0.464,0.488,134.02700000000002,0.0,0.0283,61.0,"['indie pop', 'indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']"
344,569,569,189,Something to believe in Young the Giant,Something To Believe In,Young the Giant,0.8859999999999999,0.623,0.247,0.7090000000000001,92.021,0.0,0.0245,64.0,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp and holler']"
345,571,571,190,Exchange Bryson Tiller ,Exchange,Bryson Tiller,0.433,0.53,0.135,0.274,160.14,0.0,0.108,81.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
346,572,572,190,Break from Toronto Partynextdoor,Break From Toronto,PARTYNEXTDOOR,0.6779999999999999,0.596,0.418,0.259,117.066,0.004,0.0199,71.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
347,574,574,191,The Hound Elvis Presley,Hound Dog,Elvis Presley,0.7559999999999999,0.35700000000000004,0.76,0.95,174.797,0.00505,0.733,72.0,"['christmas', 'rock-and-roll', 'rockabilly']"
348,575,575,191,Johnny B. Goode Chuck Berry,Johnny B. Goode,Chuck Berry,0.8059999999999999,0.522,0.313,0.969,168.078,5.479999999999999e-05,0.748,74.0,"['blues-rock', 'christmas', 'classic rock', 'folk rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
349,576,576,192,Magnify We Are Messengers,Magnify,We Are Messengers,0.7659999999999999,0.5660000000000001,0.117,0.401,139.955,0.0,0.133,54.0,"['ccm', 'christian alternative rock', 'christian music']"
350,578,578,192,Hallelujah Leonard Cohen,Hallelujah,Leonard Cohen,0.344,0.28,0.133,0.232,171.143,0.00642,0.715,64.0,"['canadian folk', 'folk', 'folk rock', 'folk-pop', 'melancholia', 'permanent wave', 'singer-songwriter', 'traditional folk']"
351,579,579,193,Shot of Glory Washboard Union ,Shot of Glory,The Washboard Union,0.921,0.468,0.222,0.913,185.93400000000003,0.0,0.0511,36.0,['canadian country']
352,580,580,193,Keep me in Mind Zac Brown Band,Keep Me In Mind,Zac Brown Band,0.715,0.684,0.181,0.563,96.018,0.0,0.159,57.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
353,581,581,193,Footloose Blake Shelton,Footloose,Blake Shelton,0.924,0.52,0.128,0.8440000000000001,173.98,2.31e-06,0.00121,50.0,"['contemporary country', 'country', 'country road']"
354,583,583,194,Candyman Zedd,Candyman,Zedd,0.875,0.573,0.35600000000000004,0.235,149.974,0.0,0.0232,64.0,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']"
355,584,584,194,Spectrum Zedd,Spectrum,Zedd,0.8009999999999999,0.609,0.127,0.407,129.99,0.00349,0.0137,64.0,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']"
356,586,586,195,Girls your age transviolet,Girls Your Age,Transviolet,0.398,0.4270000000000001,0.0903,0.114,139.249,0.00479,0.453,57.0,"['dance pop', 'electropop', 'indie electro-pop', 'indie poptimism', 'indietronica', 'vapor soul']"
357,587,587,195,Drunk Zayn,dRuNk,ZAYN,0.597,0.643,0.107,0.375,119.827,9.9e-06,0.509,61.0,"['dance pop', 'pop', 'post-teen pop']"
358,588,588,196,Side to side ariana grande,Side To Side,Ariana Grande,0.736,0.65,0.235,0.612,159.174,0.0,0.0513,84.0,"['dance pop', 'pop', 'post-teen pop']"
359,591,591,197,Anime soundtracks,Doraemon no Uta (Orchestral Anime Soundtrack),The Robotic Cats,0.21600000000000005,0.508,0.125,0.615,120.966,0.887,0.221,19.0,[]
360,593,593,197,christmas songs,I've Got You Under My Skin - Remastered 1998,Frank Sinatra,0.247,0.585,0.107,0.591,127.15,8.85e-06,0.452,69.0,"['adult standards', 'christmas', 'easy listening', 'lounge']"
361,594,594,198,sweet sweet travis scott,sweet sweet,Travis Scott,0.578,0.733,0.403,0.447,142.028,1.19e-06,0.0859,67.0,"['pop', 'pop rap', 'rap']"
362,595,595,198,roses SAINt JHN,Roses,SAINt JHN,0.5,0.782,0.133,0.281,102.001,2.05e-05,0.342,66.0,"['indie r&b', 'rap', 'trap music', 'trap soul', 'underground hip hop']"
363,598,598,199,Into You Ariana Grande,Into You,Ariana Grande,0.7340000000000001,0.623,0.145,0.3720000000000001,107.853,1.9e-06,0.0162,83.0,"['dance pop', 'pop', 'post-teen pop']"
364,599,599,199,Kiss it better Rhianna,Kiss It Better (Originally Performed By Rhianna),Sunfly Karaoke,0.418,0.484,0.0625,0.542,190.237,0.408,0.0021100000000000003,1.0,['karaoke']
365,600,600,200,Recognize Partynextdoor,Recognize (feat. Drake),PARTYNEXTDOOR,0.541,0.643,0.102,0.165,119.501,0.0,0.0102,69.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
366,601,601,200,Through the Late Night Travis Scott,through the late night,Travis Scott,0.589,0.7440000000000001,0.119,0.242,127.051,0.0,0.36,72.0,"['pop', 'pop rap', 'rap']"
367,602,602,200,Luv Tory Lanez,LUV,Tory Lanez,0.528,0.539,0.117,0.252,190.169,0.0,0.0108,71.0,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
368,604,604,201,Don't Wanna Know Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.783,0.0983,0.418,100.047,0.0,0.343,69.0,"['pop', 'pop rock']"
369,605,605,201,All we know The Chainsmokers,All We Know,The Chainsmokers,0.586,0.662,0.115,0.29600000000000004,90.0,0.00272,0.097,75.0,"['edm', 'electropop', 'pop', 'tropical house']"
370,607,607,202,Singing Low The Fray,Singing Low,The Fray,0.593,0.527,0.11,0.28300000000000003,90.167,0.000182,0.413,51.0,"['neo mellow', 'piano rock', 'pop', 'pop rock']"
371,608,608,202,Kids One Republic ,Stranger Things (feat. OneRepublic),Kygo,0.6609999999999999,0.604,0.0951,0.506,107.016,0.0,0.234,74.0,"['edm', 'pop', 'tropical house']"
372,610,610,203,Tennessee Whiskey Chris Stapleton,Tennessee Whiskey,Chris Stapleton,0.37,0.392,0.0821,0.512,48.718,0.0096,0.205,78.0,['contemporary country']
373,611,611,203,Mirrors Justin Timberlake,Mirrors,Justin Timberlake,0.512,0.574,0.0946,0.512,76.899,0.0,0.234,67.0,"['dance pop', 'pop']"
374,614,614,204,Rap God Eminem ,Rap God,Eminem,0.843,0.708,0.799,0.625,148.14,0.0,0.397,81.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
375,615,615,205,Congratulations Post Malone,Congratulations,Post Malone,0.804,0.63,0.253,0.4920000000000001,123.146,0.0,0.215,88.0,"['pop', 'rap']"
376,616,616,205,Love$ick Mura Masa,Love$ick (feat. A$AP Rocky),Mura Masa,0.763,0.625,0.214,0.721,88.75299999999999,0.0106,0.147,75.0,"['edm', 'vapor soul']"
377,617,617,205,Used To This Future,Used to This,Future,0.727,0.618,0.196,0.401,164.99200000000005,0.0,0.0312,65.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
378,618,618,206,Vivir Mi Vida Marc Anthony,Vivir Mi Vida,Marc Anthony,0.877,0.655,0.349,0.893,105.017,0.0,0.344,75.0,"['latin', 'latin pop', 'salsa', 'tropical']"
379,619,619,206,In the end Linkin Park,In The End,Linkin Park,0.853,0.542,0.108,0.37,105.256,0.0,0.0103,85.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
380,620,620,206,Sing for the moment Eminem,Sing For The Moment,Eminem,0.81,0.664,0.0559,0.162,164.05200000000005,1.62e-06,0.00196,74.0,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
381,621,621,207,Guidance Travis Scott,guidance,Travis Scott,0.753,0.7020000000000001,0.41,0.453,139.98,1.38e-06,0.0609,63.0,"['pop', 'pop rap', 'rap']"
382,622,622,207,March Madness Future,March Madness,Future,0.6609999999999999,0.406,0.101,0.335,180.206,0.0,0.173,65.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
383,623,623,207,Timmy Turner Desiigner,Tiimmy Turner,Desiigner,0.725,0.602,0.0786,0.304,122.803,0.0,0.174,76.0,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
384,624,624,208,Electric Body ASAP Rocky,Electric Body,A$AP Rocky,0.598,0.897,0.0646,0.528,119.966,0.0014,0.4920000000000001,65.0,"['east coast hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'trap music']"
