,Unnamed: 0,Unnamed: 0.1,id,songs,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
122,210,210,70,Ballin PnB Rock,Ballin,PnB Rock,0.721,0.62,0.155,0.28600000000000003,169.919,0.0,0.00189,60.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
123,211,211,70,Send it Austin Mahone,Send It (feat. Rich Homie Quan),Austin Mahone,0.585,0.737,0.115,0.693,147.064,0.0,0.18600000000000005,67.0,"['dance pop', 'pop', 'post-teen pop', 'teen pop', 'viral pop']"
124,212,212,70,Fleek PnB Rock,Fleek,PnB Rock,0.7829999999999999,0.586,0.318,0.461,87.469,0.0,0.125,55.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
125,213,213,71,Do You Mind DJ Khaled ,Do You Mind,DJ Khaled,0.5479999999999999,0.412,0.181,0.17600000000000002,81.293,0.0,0.0173,64.0,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
126,216,216,72,Shake It out Florence and the Machine,Shake It Out,Florence + The Machine,0.8079999999999999,0.519,0.105,0.251,107.505,0.0,0.0126,65.0,"['chamber pop', 'folk-pop', 'pop']"
127,217,217,72,Bad 4 Us Superfruit ,Bad 4 Us,Superfruit,0.856,0.722,0.156,0.905,110.012,0.0,0.0175,47.0,"['dance pop', 'indie poptimism', 'strut']"
128,218,218,72,Disney Frozen Soundtrack ,"Let It Go (From ""Disney: Frozen"")",Melinda Keen,0.447,0.5479999999999999,0.366,0.235,136.886,0.0,0.523,0.0,[]
129,219,219,73,Juke Jam Chance the Rapper,Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,0.397,0.505,0.0853,0.5579999999999999,95.063,0.0,0.716,76.0,"['conscious hip hop', 'hip hop', 'pop', 'pop rap', 'rap']"
130,220,220,73,Smoke Break Chance the Rapper,Smoke Break (feat. Future),Chance the Rapper,0.453,0.705,0.14300000000000002,0.28300000000000003,124.942,0.0,0.257,70.0,"['conscious hip hop', 'hip hop', 'pop', 'pop rap', 'rap']"
131,223,223,74,Style Taylor Swift ,Style,Taylor Swift,0.7859999999999999,0.598,0.117,0.456,95.021,0.00143,0.00256,65.0,"['dance pop', 'pop', 'post-teen pop']"
132,227,227,75,Idk,Idk Love,Jeremy Zucker,0.43,0.579,0.13,0.5379999999999999,123.999,0.0,0.787,65.0,"['dance pop', 'electropop', 'indie poptimism', 'pop']"
133,228,228,76,Picturing Love July Talk,Picturing Love,July Talk,0.685,0.71,0.0899,0.384,116.355,5.09e-05,0.0301,40.0,"['canadian indie', 'toronto indie']"
134,231,231,77,Cut your teeth Kygo Remix,Cut Your Teeth - Kygo Remix,Kyla La Grange,0.6779999999999999,0.674,0.051,0.465,99.985,0.222,0.59,66.0,"['metropopolis', 'shimmer pop', 'tropical house']"
135,232,232,77,On & On Cartoon,On & On,Cartoon,0.696,0.458,0.123,0.418,174.141,0.0,0.285,74.0,['tracestep']
136,233,233,77,Firestone Kygo,Firestone (feat. Conrad Sewell),Kygo,0.652,0.486,0.077,0.391,113.055,6.63e-05,0.408,79.0,"['edm', 'pop', 'tropical house']"
137,234,234,78,Too late rayven justice ,Too Late,Rayven Justice,0.445,0.494,0.134,0.239,127.469,0.0,0.326,38.0,"['deep pop r&b', 'slow game', 'west coast trap']"
138,235,235,78,Simge yanki,Yankı,Simge,0.7759999999999999,0.5920000000000001,0.4370000000000001,0.416,90.963,4.39e-06,0.00674,46.0,"['deep turkish pop', 'persian pop', 'turkish pop']"
139,237,237,79,Lindsey Stirling First Light,First Light,Lindsey Stirling,0.631,0.5760000000000001,0.115,0.211,101.987,0.00459,0.0498,49.0,['bow pop']
140,240,240,80,Coordinate Travis scott,coordinate,Travis Scott,0.6579999999999999,0.688,0.335,0.28,75.615,1.89e-06,0.105,67.0,"['pop', 'pop rap', 'rap']"
141,243,243,81,Sun & moon Above and beyond,Sun & Moon,Above & Beyond,0.522,0.691,0.125,0.187,133.995,0.0141,0.0216,49.0,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
142,244,244,81,Song from a secret garden Rolf Lovland,Song From A Secret Garden,Rolf Løvland,0.303,0.226,0.162,0.094,66.727,0.878,0.897,54.0,[]
143,246,246,82,Safari J Balvin,Safari,J Balvin,0.675,0.6890000000000001,0.115,0.604,180.065,3.17e-06,0.531,75.0,"['latin', 'reggaeton']"
144,248,248,82,Hasta El Amanecer Nicky Jam,Hasta el Amanecer,Nicky Jam,0.608,0.8320000000000001,0.0761,0.589,94.013,0.0,0.282,75.0,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']"
145,249,249,83,Rush over me Seven Lions,Rush Over Me,Seven Lions,0.753,0.441,0.027000000000000003,0.254,135.015,0.0,0.0701,63.0,"['big room', 'brostep', 'catstep', 'chillstep', 'edm', 'electro house', 'electronic trap', 'pop']"
146,250,250,83,Take My Breath Away alesso,Take My Breath Away,Alesso,0.899,0.544,0.35100000000000003,0.524,120.967,0.0,0.0663,63.0,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house', 'tropical house']"
147,251,251,83,Pjanoo Pryda,Pjanoo - Radio Edit,Eric Prydz,0.8740000000000001,0.604,0.112,0.835,125.99,0.812,0.000563,68.0,"['big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'vocal house']"
148,253,253,84,Seven million lil uzi vert feat. Future,Seven Million (feat. Future),Lil Uzi Vert,0.629,0.8859999999999999,0.121,0.487,158.002,7.66e-06,0.051,67.0,"['rap', 'trap music']"
149,259,259,86,Panda,Panda,Desiigner,0.748,0.72,0.369,0.246,145.22,0.0,0.0235,73.0,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
150,260,260,86,Lean on me,Lean on Me,Bill Withers,0.22,0.619,0.124,0.423,75.16,1.19e-05,0.782,69.0,"['funk', 'motown', 'quiet storm', 'soul']"
151,261,261,87,Never say never basement jaxx ,Never Say Never,Basement Jaxx,0.789,0.753,0.325,0.65,126.008,0.111,0.007790000000000002,38.0,"['alternative dance', 'big beat', 'disco house', 'electronic', 'new rave', 'vocal house']"
152,262,262,87,Location khalid,Location,Khalid,0.449,0.736,0.0898,0.326,80.126,0.000162,0.33,86.0,"['indie r&b', 'pop', 'rap']"
153,263,263,87,Right here Dave b ,Right Here,Dave B.,0.41,0.6509999999999999,0.108,0.12,128.049,0.0,0.368,52.0,"['indie r&b', 'trap soul', 'underground hip hop']"
154,265,265,88,Say it feat. Tove Lo flume,Say It (feat. Tove Lo),Flume,0.532,0.598,0.0617,0.261,74.96300000000002,3.22e-06,0.0668,67.0,"['australian alternative rock', 'australian dance', 'downtempo', 'edm', 'pop']"
155,266,266,88,Grow Up Paramore,Grow Up,Paramore,0.884,0.5379999999999999,0.0947,0.426,92.999,2.08e-06,0.0135,56.0,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']"
156,268,268,89,Too Good,Too Good At Goodbyes,Sam Smith,0.373,0.6609999999999999,0.177,0.523,91.5,0.0,0.615,81.0,['pop']
157,270,270,90,Oasis Kygo,Oasis (feat. Foxes),Kygo,0.67,0.606,0.354,0.212,119.96,6.6e-06,0.138,62.0,"['edm', 'pop', 'tropical house']"
158,271,271,90,Raging Kygo,Raging,Kygo,0.6890000000000001,0.55,0.207,0.408,99.904,0.0,0.0498,67.0,"['edm', 'pop', 'tropical house']"
159,275,275,91,Gas panic oasis,Gas Panic!,Oasis,0.677,0.365,0.403,0.261,147.906,0.0033,0.0111,34.0,"['britpop', 'madchester', 'permanent wave', 'rock']"
160,277,277,92,United we dance vicetone,United We Dance - Vicetone Edit,Vicetone,0.65,0.594,0.267,0.106,126.0,0.0142,0.014,59.0,"['big room', 'brostep', 'catstep', 'dance pop', 'deep big room', 'edm', 'electro house', 'pop', 'progressive electro house', 'tracestep', 'tropical house']"
161,278,278,92,By your side jonas blue feat raye,By Your Side (Originally Performed By Jonas Blue Feat. RAYE),New Tribute Kings,0.722,0.768,0.0807,0.29,122.975,0.0056700000000000006,0.387,3.0,[]
162,281,281,93,Rendez Vous Inna,Rendez Vous,INNA,0.799,0.903,0.0545,0.825,119.0,0.00126,0.32,35.0,['dance pop']
163,283,283,94,Heartburn Wafia,Heartburn - Jarami Remix,Wafia,0.513,0.647,0.393,0.445,103.077,0.0,0.509,53.0,"['aussietronica', 'deep australian indie', 'electropop']"
164,284,284,94,Bottle of Jack Mikey Wax,Bottle of Jack - Achtabahn Deep House Remix,Mikey Wax,0.54,0.8,0.531,0.529,119.007,4.03e-06,0.00917,39.0,[]
165,287,287,95,scars james bay,Scars,James Bay,0.451,0.424,0.11,0.212,129.768,0.00048,0.09,51.0,"['neo mellow', 'pop']"
166,290,290,96,Can you hear the voice ,Can You Hear The Voice Of Buddha,Voice of Buddha,0.8540000000000001,0.5539999999999999,0.336,0.532,130.97799999999998,0.0785,0.00611,6.0,[]
167,291,291,97,Lay Low Crystal Fighters,Lay Low,Crystal Fighters,0.746,0.322,0.682,0.508,99.407,3.44e-05,0.0525,25.0,"['alternative dance', 'indietronica', 'new rave']"
168,292,292,97,It's Strange Louis the Child,It's Strange (feat. K.Flay),Louis The Child,0.4920000000000001,0.8370000000000001,0.102,0.417,85.95100000000002,0.0401,0.371,68.0,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
169,293,293,97,Limelight Just A Gent,Limelight (NGHTMRE Remix),Just A Gent,0.5760000000000001,0.574,0.208,0.287,145.094,0.00147,0.0579,65.0,"['aussietronica', 'bass trap', 'brostep', 'edm', 'electronic trap', 'tropical pop edm', 'vapor soul', 'vapor twitch']"
170,298,298,99,Feel Invincible Skillet,Feel Invincible,Skillet,0.8859999999999999,0.603,0.26,0.395,126.025,0.0,0.00045,72.0,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
171,301,301,100,Close,Close Friends (Lil Baby & Gunna),Lil Baby,0.585,0.665,0.0789,0.6579999999999999,158.953,0.0,0.044,81.0,"['pop rap', 'rap', 'trap music']"
172,302,302,100,I'm sexy and i know it,I'm Sexy and I Know It,Tim Yacket,0.931,0.753,0.5720000000000001,0.713,129.976,0.0,0.0429,40.0,[]
173,304,304,101,Bungalow Scott Helman,Bungalow,Scott Helman,0.828,0.7070000000000001,0.107,0.5379999999999999,119.984,1.77e-06,0.0415,50.0,['canadian folk']
174,305,305,101,Cross My Mind A R I Z O N A ,Cross My Mind Pt. 2 (feat. Kiiara),A R I Z O N A,0.805,0.632,0.161,0.429,93.009,5.83e-05,0.0646,69.0,"['dance pop', 'deep tropical house', 'electropop', 'indie poptimism', 'pop', 'tropical house']"
175,306,306,102,Never Wrong Disturbed,Never Wrong,Disturbed,0.996,0.629,0.314,0.348,104.974,0.000284,0.000931,54.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
176,307,307,102,Animals Maroon 5,Animals,Maroon 5,0.742,0.279,0.593,0.328,189.868,0.0,0.000185,74.0,['pop']
177,308,308,102,Pulse of the Dead Parasite Inc,The Pulse of the Dead,Parasite Inc.,0.932,0.529,0.203,0.237,130.05,0.106,7.7e-05,43.0,['melodic death metal']
178,309,309,103,That Girl Justin Timberlake,That Girl,Justin Timberlake,0.354,0.728,0.132,0.636,132.762,0.0,0.76,48.0,"['dance pop', 'pop']"
179,310,310,103,$ Ty Dolla $ign,Psycho (feat. Ty Dolla $ign),Post Malone,0.5589999999999999,0.7390000000000001,0.112,0.439,140.124,0.0,0.58,92.0,"['pop', 'rap']"
180,311,311,103,3 Wayz Ty Dolla $ign,3 Wayz (feat. Travis Scott),Ty Dolla $ign,0.405,0.778,0.104,0.0605,120.981,0.0,0.112,54.0,"['hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
181,312,312,104,Intro The XX,Intro,The xx,0.778,0.617,0.128,0.152,100.363,0.925,0.459,67.0,"['downtempo', 'dream pop', 'indietronica', 'pop']"
182,313,313,104,Conversation 16 The National,Conversation 16,The National,0.851,0.5539999999999999,0.24,0.513,116.976,0.913,0.611,48.0,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']"
183,314,314,104,Queen of Peace Florence + The Machine,Queen Of Peace,Florence + The Machine,0.894,0.47,0.0903,0.311,126.03,5.400000000000001e-05,0.0322,53.0,"['chamber pop', 'folk-pop', 'pop']"
184,316,316,105,Star boy,Waiting for a Star to Fall,Boy Meets Girl,0.7340000000000001,0.6559999999999999,0.301,0.591,116.246,9.990000000000003e-05,0.0896,59.0,['new wave pop']
185,318,318,106,Lay Me Down Sam Smith,Lay Me Down,Sam Smith,0.19,0.468,0.107,0.326,125.319,0.0,0.919,79.0,['pop']
186,319,319,106,Grenade Bruno Mars,Grenade,Bruno Mars,0.5579999999999999,0.706,0.118,0.227,110.443,0.0,0.146,75.0,"['pop', 'post-teen pop']"
187,320,320,106,Love Me Like You Do Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.606,0.262,0.125,0.275,189.857,0.0,0.247,71.0,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']"
188,321,321,107,The 12th Hour Sirenia,The 12th Hour,Sirenia,0.925,0.282,0.0711,0.265,180.125,0.0129,0.000172,20.0,"['gothic metal', 'gothic symphonic metal', 'norwegian metal', 'progressive metal', 'symphonic metal']"
189,322,322,107,Elan Nightwish,Élan,Nightwish,0.5820000000000001,0.575,0.139,0.297,127.94,0.000178,0.0103,57.0,"['finnish metal', 'gothic metal', 'gothic symphonic metal', 'power metal', 'progressive metal', 'symphonic metal']"
190,323,323,107,Colder End of the Dream,Colder,End of the Dream,0.813,0.147,0.156,0.227,191.837,0.0199,0.000286,40.0,"['gothic symphonic metal', 'symphonic metal', 'symphonic power metal']"
191,324,324,108,Faster Amaranthe,Faster,Amaranthe,0.981,0.508,0.411,0.302,150.026,0.0,5.7200000000000015e-05,45.0,"['gothic symphonic metal', 'melodic death metal', 'power metal', 'progressive metal']"
192,325,325,108,Stay Sad Alice Said,Stay,Sad Alice Said,0.949,0.475,0.343,0.28800000000000003,139.975,0.00533,0.000439,18.0,"['fallen angel', 'gothic symphonic metal', 'symphonic metal']"
193,326,326,108,The Aging Man The Great Discord,The Aging Man,The Great Discord,0.823,0.505,0.35200000000000004,0.228,150.001,0.406,0.000817,28.0,[]
194,327,327,109,Like This DJ Henry X & Wizkid,Like This - AIRIETJA & Sonny Bass Remix,DJ Henry X,0.7509999999999999,0.499,0.154,0.6970000000000001,116.491,6.11e-05,0.261,26.0,[]
195,328,328,109,Girl Can't Be Herself Alicia Keys,Girl Can't Be Herself,Alicia Keys,0.848,0.696,0.0918,0.871,88.64,0.0,0.00238,36.0,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
196,331,331,110,Seven years Lukas Graham,7 Years,Lukas Graham,0.473,0.765,0.391,0.34,119.992,0.0,0.287,82.0,['danish pop']
197,333,333,111,Beibs In The Trap Travis Scott,beibs in the trap,Travis Scott,0.571,0.743,0.291,0.495,119.054,0.0,0.24,71.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
198,338,338,112,This promise Sam tsui,This Promise,Sam Tsui,0.701,0.51,0.168,0.135,120.989,0.0,0.466,40.0,"['channel pop', 'post-teen pop', 'viral pop']"
199,339,339,113,Cheat Codes & Dante Klein Let Me Hold You ,Let Me Hold You (Turn Me On) - Lost Stories & Crossnaders Remix Edit,Cheat Codes,0.659,0.612,0.0538,0.417,98.015,0.0,0.0933,38.0,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']"
200,340,340,113,MØ Kamikaze,Kamikaze,MØ,0.878,0.6629999999999999,0.328,0.7040000000000001,158.035,3.39e-06,0.0368,65.0,"['dance pop', 'danish pop', 'electropop', 'pop', 'tropical house']"
201,342,342,114,Holy,Holy,King Princess,0.585,0.614,0.0948,0.211,169.905,0.000129,0.134,71.0,"['dance pop', 'electropop', 'pop']"
202,344,344,114,I got a pea,I Got a Pea,Bryant Oden,0.473,0.8809999999999999,0.097,0.97,126.482,0.000112,0.28600000000000003,22.0,"[""children's music""]"
203,346,346,115,Get Busy Sean Paul,Get Busy,Sean Paul,0.8240000000000001,0.735,0.158,0.726,100.202,0.0,0.615,67.0,"['dance pop', 'dancehall', 'pop', 'pop rap']"
204,350,350,116,Run Wild Coleman Hell,Run Wild,Coleman Hell,0.847,0.662,0.145,0.441,127.986,3.81e-06,0.00264,32.0,"['canadian pop', 'indie poptimism', 'modern alternative rock', 'modern rock']"
205,354,354,118,My Way Calvin Harris,My Way,Calvin Harris,0.913,0.8190000000000001,0.161,0.536,119.989,3.72e-05,0.0935,80.0,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']"
206,355,355,118,The Ocean Mike Perry,The Ocean (feat. Shy Martin),Mike Perry,0.575,0.632,0.104,0.188,90.037,1.81e-06,0.0225,78.0,"['dance pop', 'deep pop edm', 'deep tropical house', 'edm', 'electro house', 'pop', 'tropical house']"
207,357,357,119,Stormbending Devin Townsend Project,Stormbending,Devin Townsend Project,0.898,0.414,0.418,0.217,113.986,0.578,9.37e-05,45.0,"['alternative metal', 'canadian metal', 'djent', 'jazz metal', 'progressive metal', 'vancouver metal']"
208,358,358,119,Lune Periphery,Lune,Periphery,0.851,0.488,0.0943,0.337,134.99,0.0005009999999999999,0.0020800000000000003,43.0,"['djent', 'jazz metal', 'melodic metalcore', 'progressive metal']"
209,359,359,119,Dancers to a Discordant System Meshuggah,Dancers To A Discordant System,Meshuggah,0.996,0.255,0.181,0.142,93.633,0.902,2.4100000000000006e-05,38.0,"['alternative metal', 'death metal', 'djent', 'groove metal', 'jazz metal', 'metal', 'nu metal', 'progressive metal', 'swedish metal', 'technical death metal']"
210,361,361,120,Treat You Better Shawn Mendes,Treat You Better,Shawn Mendes,0.8190000000000001,0.444,0.107,0.747,82.695,0.0,0.106,85.0,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']"
211,363,363,121,Savage Mode,X (feat. Future),21 Savage,0.413,0.835,0.101,0.111,149.004,0.00133,0.373,78.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
212,365,365,121,Dip Dip,Dip,Tyga,0.562,0.877,0.0933,0.376,99.977,0.0,0.0152,82.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
213,366,366,122,Not Nice PARTYNEXTDOOR,Not Nice,PARTYNEXTDOOR,0.496,0.598,0.12,0.725,128.06,0.00132,0.0253,69.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
214,372,372,124,Shahzoda Ayrilamiz ,Ayrilamiz,Shahzoda,0.7879999999999999,0.6970000000000001,0.123,0.5579999999999999,105.997,3.24e-05,0.00688,17.0,['uzbek pop']
215,373,373,124,beethoven moonlight sonata,"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",Ludwig van Beethoven,0.00527,0.184,0.173,0.151,170.612,0.887,0.995,68.0,"['classical', 'classical era', 'early romantic era']"
216,376,376,125,Fast cars ,Fast Cars And Freedom,Rascal Flatts,0.8,0.617,0.179,0.634,117.955,3.19e-05,0.0172,58.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
217,377,377,125,Into the fire ,Into The Fire,Asking Alexandria,0.965,0.378,0.28,0.303,175.043,0.000686,0.00017,65.0,"['melodic metalcore', 'metalcore', 'rap metal', 'screamo', 'trancecore']"
218,379,379,126,Only u partynextdoor ,Only U,PARTYNEXTDOOR,0.786,0.37,0.243,0.756,65.568,0.0,0.306,53.0,"['pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']"
219,381,381,127,Don't Like.1 Kanye West Chief Keef Pusha T Big Sean JadaKiss,Don't Like.1,Kanye West,0.628,0.6679999999999999,0.145,0.621,131.88,0.0,0.00822,64.0,"['pop rap', 'rap']"
220,382,382,127,Send It Up Kanye West,Send It Up,Kanye West,0.547,0.698,0.328,0.404,93.003,6.34e-05,0.3,60.0,"['pop rap', 'rap']"
221,383,383,127,I Am A God Kanye West,I Am A God,Kanye West,0.5379999999999999,0.516,0.163,0.294,112.053,0.000805,0.0341,62.0,"['pop rap', 'rap']"
222,384,384,128,Ocean Drive Duke Dumont,Ocean Drive,Duke Dumont,0.718,0.6859999999999999,0.119,0.557,115.026,0.0007030000000000001,0.006370000000000001,76.0,"['dance pop', 'deep groove house', 'destroy techno', 'disco house', 'edm', 'house', 'pop', 'progressive house', 'tropical house']"
223,385,385,128,The Way You Want Me Lucky Rose,The Way You Want Me,Lucky Rose,0.634,0.6509999999999999,0.0694,0.343,114.108,1.63e-06,0.21,49.0,[]
224,386,386,128,Electric Love Borns,Electric Love,BØRNS,0.797,0.611,0.26,0.518,120.041,0.00137,0.00543,76.0,"['dance pop', 'electropop', 'indie pop', 'indie poptimism', 'indie r&b', 'modern rock', 'pop']"
225,387,387,129,Can I Be Him? James Arthur,Can I Be Him,James Arthur,0.5429999999999999,0.696,0.0939,0.479,107.969,0.0,0.308,79.0,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']"
226,388,388,129,Say You Wont Let Go James Arthur,Say You Won't Let Go,James Arthur,0.557,0.358,0.0902,0.494,85.04299999999998,0.0,0.695,85.0,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show']"
227,389,389,129,Satisfied Hamilton the Musical,Satisfied,Twinkle Twinkle Little Rock Star,0.271,0.531,0.0699,0.07,110.029,0.265,0.926,11.0,['sleep']
228,390,390,130,Someone like you Adele,Someone Like You,Adele,0.33,0.5589999999999999,0.0975,0.285,135.109,0.0,0.892,79.0,['pop']
229,391,391,130,Unfaithful Rihanna,Unfaithful,Rihanna,0.391,0.588,0.227,0.349,144.069,0.0,0.8390000000000001,74.0,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
230,392,392,130,Say my name Beyonce,Say My Name - Live,Beyoncé,0.871,0.503,0.823,0.448,137.164,0.0,0.306,48.0,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
231,399,399,133,Deadmau5 Arguru (EDXs 5un5hine Remix),Arguru - EDX's 5un5hine Remix,deadmau5,0.602,0.778,0.0738,0.664,127.998,0.901,0.00119,16.0,"['big room', 'edm', 'electro house', 'progressive house']"
232,400,400,133,Feed Me & Tasha Baxter Ebb & Flow,Ebb & Flow,Feed Me,0.8690000000000001,0.605,0.0986,0.36,140.032,0.00479,0.0309,29.0,"['brostep', 'catstep', 'complextro', 'edm', 'electro house', 'filthstep']"
233,401,401,133,Posij Empty Lungs,Empty Lungs,Posij,0.758,0.8109999999999999,0.163,0.491,139.94,0.7709999999999999,0.0015,11.0,[]
234,402,402,134,Whistle for the Choir The Fratellis,Whistle For The Choir,The Fratellis,0.6859999999999999,0.579,0.0876,0.7609999999999999,131.634,0.0,0.0591,51.0,"['alternative rock', 'garage rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']"
235,404,404,134,Skinny Love Bon Iver,Skinny Love,Bon Iver,0.263,0.593,0.127,0.109,76.37899999999998,5.36e-06,0.8440000000000001,73.0,"['chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'melancholia', 'slow core', 'stomp and holler']"
236,405,405,135,what a feeling one direction,What a Feeling,One Direction,0.8690000000000001,0.6779999999999999,0.0593,0.882,123.964,0.0,0.149,63.0,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']"
237,406,406,135,fairly local twenty one pilots,Fairly Local,Twenty One Pilots,0.723,0.715,0.084,0.479,114.985,8.57e-05,0.0396,72.0,"['pop punk', 'rock']"
238,407,407,135,touch troye sivan,Touch,Troye Sivan,0.588,0.506,0.125,0.269,78.158,0.000769,0.0114,56.0,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']"
239,409,409,136,Sorry Not Sorry Bryson Tiller,Sorry Not Sorry,Bryson Tiller,0.608,0.664,0.225,0.262,97.933,0.0,0.0477,68.0,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
240,410,410,136,Goosebumps Travis Scott,goosebumps,Travis Scott,0.728,0.841,0.149,0.43,130.049,0.0,0.0847,87.0,"['pop', 'pop rap', 'rap']"
241,411,411,137,coco ot genasis,CoCo,O.T. Genasis,0.628,0.8859999999999999,0.31,0.17800000000000002,119.906,1.15e-05,0.00215,66.0,"['dwn trap', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
242,412,412,137,all eyes on me tupac,All Eyes on Me,Muslim,0.7340000000000001,0.782,0.252,0.64,93.196,0.0,0.0571,19.0,"['arabic hip hop', 'gnawa', 'rai', 'rif']"
243,415,415,138,Beats So Lonely Charlie Sexton,Beat's So Lonely,Charlie Sexton,0.8759999999999999,0.542,0.054000000000000006,0.557,156.058,5.1e-05,0.0353,34.0,[]
244,416,416,138,Light Years Pearl Jam,Light Years,Pearl Jam,0.726,0.388,0.213,0.746,205.07,0.113,0.0447,46.0,"['alternative rock', 'grunge', 'permanent wave', 'post-grunge', 'rock']"
245,417,417,139,Haze Amber Run,Haze,Amber Run,0.126,0.504,0.14400000000000002,0.307,84.22399999999998,0.0,0.652,41.0,"['indie anthem-folk', 'indie folk', 'modern alternative rock', 'modern rock']"
246,418,418,139,Autumn Tree Milo Greene,Autumn Tree,Milo Greene,0.222,0.232,0.081,0.0471,81.832,0.0,0.7709999999999999,46.0,"['chamber pop', 'indie folk', 'indie pop', 'la indie', 'metropopolis', 'shimmer pop', 'stomp and holler']"
247,419,419,139,Don't Wait Jon Bryant,Don't Wait,Jon Bryant,0.28300000000000003,0.602,0.213,0.219,126.915,1.09e-06,0.747,35.0,"['acoustic pop', 'canadian folk', 'chamber pop', 'indie anthem-folk', 'indie folk', 'indiecoustica']"
248,420,420,140,Human Christina perri,human,Christina Perri,0.489,0.439,0.114,0.253,143.808,0.000643,0.132,72.0,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'viral pop']"
249,421,421,140,Bless the broken road Rascal flatts,Bless The Broken Road,Rascal Flatts,0.433,0.599,0.17800000000000002,0.384,135.94799999999998,8.99e-05,0.693,69.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
250,422,422,140,House of the rising sun the animals,House Of The Rising Sun,The Animals,0.584,0.295,0.0996,0.228,117.2,0.218,0.000385,71.0,"['album rock', 'blues-rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock', 'rock-and-roll']"
251,426,426,142,Forever Starts Today Tim Halperin ,Forever Starts Today,Tim Halperin,0.527,0.463,0.197,0.0424,85.035,0.00563,0.36,49.0,"['acoustic pop', 'indiecoustica', 'neo mellow']"
252,427,427,142,A Thousand Miles Vanessa Carlton ,A Thousand Miles,Vanessa Carlton,0.825,0.56,0.161,0.268,94.931,0.0,0.32299999999999995,78.0,"['dance pop', 'folk-pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']"
253,428,428,142,Perfect Strangers Jonas Blue ft. JP Cooper,Perfect Strangers - Jonas Blue Ft. Jp Cooper Tribute,Andres Espinosa,0.564,0.75,0.054000000000000006,0.747,118.012,0.000148,0.13699999999999998,11.0,[]
254,429,429,143,I Wanna Prove to You The Lemon Twigs,I Wanna Prove to You,The Lemon Twigs,0.677,0.392,0.16,0.377,94.213,1.13e-05,0.465,53.0,[]
